track_id,artist,title,happy_tags,num_happy_tags,calm_tags,num_calm_tags,sad_tags,num_sad_tags,angry_tags,num_angry_tags,overall_emotion,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
TRCEEAK128F148CF13,Alien Ant Farm,Movies,['ro-happy'],1,[],0,[],0,[],0,happy,0.55,0.934,9.0,-5.0760000000000005,1.0,0.0595,0.000113,0.000736,0.18,0.527,112.846,195707.0,4.0
TRRBLER128F9307689,Wonderland Avenue,White Horse,['happy'],1,[],0,[],0,[],0,happy,0.7809999999999999,0.669,4.0,-7.367999999999999,0.0,0.0883,0.000798,0.723,0.0717,0.9490000000000001,127.01100000000001,462080.0,4.0
TRCOCVD128F1458AA7,Devo,Freedom Of Choice,['fun'],1,[],0,[],0,[],0,happy,0.835,0.871,0.0,-13.353,1.0,0.0359,0.457,0.00852,0.0557,0.963,140.386,208560.0,4.0
TRHIRPB128F426708A,Fairmont,Flight of the Albatross,['happy minimal for the morning'],1,[],0,[],0,[],0,happy,0.42100000000000004,0.818,5.0,-9.4,1.0,0.0885,0.215,0.9179999999999999,0.0955,0.594,187.428,426267.0,3.0
TRMKUKB128F428BA89,Bouncing Souls,The Pizza Song,"['fun', 'happy']",2,[],0,[],0,[],0,happy,0.634,0.851,0.0,-5.147,1.0,0.0303,0.0511,0.0,0.331,0.87,127.046,223253.0,4.0
TRXAGBT128E0781C90,Less Than Jake,Just Like Frank,"['fun', 'cheerful']",2,[],0,[],0,[],0,happy,0.308,0.935,2.0,-4.272,1.0,0.111,9.470000000000001e-05,0.0,0.183,0.6709999999999999,158.451,110373.0,4.0
TRKDCXK12903CC27D8,Gloria Gaynor,I Will Survive,['fun'],1,[],0,[],0,[],0,happy,0.777,0.725,0.0,-8.681000000000001,1.0,0.05,0.0131,0.00805,0.24600000000000002,0.529,116.669,198066.0,4.0
TREJDIH128F4257EE8,Deathstars,Virtue To Vice,['makes me happy'],1,[],0,[],0,[],0,happy,0.418,0.856,0.0,-4.8919999999999995,0.0,0.0339,0.00020800000000000001,0.000171,0.11800000000000001,0.24,73.97399999999999,224213.0,4.0
TRSNORX12903CDA834,ILS,Cherish,['happy breaks'],1,[],0,[],0,[],0,happy,0.618,0.6809999999999999,9.0,-8.008,0.0,0.0286,0.00121,0.54,0.0829,0.45799999999999996,135.899,283720.0,4.0
TRVVFWO128F9318290,Zee Avi,Kantoi,"['fun', 'happy']",2,[],0,[],0,[],0,happy,0.78,0.254,2.0,-10.213,0.0,0.263,0.971,0.0,0.0859,0.73,113.426,104720.0,1.0
TROQKRA128F92E54C8,Coheed and Cambria,Feathers,"['happy', 'songs that make me happy', 'happy ending', 'slayer6409s fun']",4,[],0,[],0,[],0,happy,0.551,0.966,9.0,-2.8089999999999997,1.0,0.0597,0.00644,0.0,0.0858,0.7,132.937,295360.0,4.0
TRZUEGS128E078643D,Letta Mbulu,Qhinebe,['happy go lucky'],1,[],0,[],0,[],0,happy,0.37799999999999995,0.43700000000000006,1.0,-10.19,1.0,0.0864,0.784,0.0,0.685,0.593,174.949,180573.0,4.0
TRHJUBM128F932A24F,The Cars,My Best Friend's Girl,"['fun', 'happy', 'happy songs']",3,[],0,[],0,[],0,happy,0.799,0.608,5.0,-8.193,1.0,0.0411,0.0811,0.0137,0.102,0.963,121.915,223253.0,4.0
TRPQHQE12903CB7270,Sparks,I Predict,['instant happiness'],1,[],0,[],0,[],0,happy,0.795,0.8290000000000001,4.0,-4.382,1.0,0.126,0.22,0.0,0.077,0.9209999999999999,121.23299999999999,173827.0,4.0
TRMRZAS128F92F2645,Teena Marie,Square Biz,['fun'],1,[],0,[],0,[],0,happy,0.769,0.922,2.0,-7.479,1.0,0.11900000000000001,0.14800000000000002,0.000197,0.5,0.723,113.62100000000001,383707.0,4.0
TRDPLAB128F9322B51,The Rolling Stones,Let's Spend The Night Together,['happy'],1,[],0,[],0,[],0,happy,0.5660000000000001,0.795,7.0,-7.755,1.0,0.0498,0.6890000000000001,0.0,0.249,0.5720000000000001,140.859,215760.0,4.0
TRAGHSR128F4233470,Killerpilze,Ich brauche nichts,['fun'],1,[],0,[],0,[],0,happy,0.613,0.851,2.0,-4.523,1.0,0.028999999999999998,0.000628,0.0,0.07200000000000001,0.69,107.962,172107.0,4.0
TROMXUF128EF35EE85,The Stills,Destroyer,['just fun'],1,[],0,[],0,[],0,happy,0.542,0.769,2.0,-4.916,1.0,0.0336,0.00046100000000000004,0.254,0.0919,0.33,116.024,191493.0,4.0
TRYLMXY128C71967B6,New Found Glory,Dressed To Kill,"['fun', 'happy']",2,[],0,[],0,[],0,happy,0.441,0.961,9.0,-4.7780000000000005,1.0,0.0598,5.2300000000000004e-05,0.00021099999999999998,0.0931,0.61,163.149,208067.0,4.0
TRTKUXS128F427CB18,Sly & The Family Stone,Dance To The Music,"['happiness', 'fun stuff', 'fun-kaay', 'make happy time']",4,[],0,[],0,[],0,happy,0.703,0.529,7.0,-11.112,1.0,0.1,0.0168,0.000573,0.9109999999999999,0.772,128.05700000000002,179427.0,4.0
TRKSWGO128F9335B65,Bersuit Vergarabat,Danza De Los Muertos Pobres,['fun'],1,[],0,[],0,[],0,happy,0.688,0.951,7.0,-4.563,1.0,0.0657,0.22699999999999998,0.0,0.769,0.691,106.015,271347.0,4.0
TRJRGEC12903CC7859,Cirrus,You Are (Panacea),['happy'],1,[],0,[],0,[],0,happy,0.621,0.828,2.0,-6.284,1.0,0.0348,0.007890000000000001,0.0414,0.0912,0.318,101.00399999999999,234312.0,4.0
TRVRTXT128F42335FE,Elvis Costello,Living In Paradise,"['fun', 'happy', 'shiny happy rock', 'super fun', 'province of joy']",5,[],0,[],0,[],0,happy,0.645,0.718,2.0,-6.024,1.0,0.0604,0.312,7.94e-06,0.292,0.9620000000000001,130.63299999999998,227080.0,4.0
TRZEGPD128F4261D6A,The Outfield,All The Love,['happy'],1,[],0,[],0,[],0,happy,0.622,0.531,4.0,-13.229000000000001,1.0,0.0406,0.0405,1.17e-06,0.0915,0.737,128.084,212240.0,4.0
TRSGKOF128F42183CE,Joi Cardwell,What It Feels Like (Quentin Harris Club Mix),['joy'],1,[],0,[],0,[],0,happy,0.7140000000000001,0.5720000000000001,2.0,-6.075,1.0,0.0464,0.000641,0.0102,0.0776,0.9690000000000001,126.012,499790.0,4.0
TRGZHVA128E078A1D9,Texas,Inner Smile,"['happy', 'unexpected fun', 'my happy end', 'happy thoughts', 'cheesy happy songs']",5,[],0,[],0,[],0,happy,0.574,0.843,0.0,-5.7170000000000005,1.0,0.039,0.0268,2.32e-06,0.114,0.644,106.009,230640.0,4.0
TRXIRLL12903CF9F86,Floyd Cramer,On The Rebound,['be-happy-song'],1,[],0,[],0,[],0,happy,0.535,0.6829999999999999,9.0,-11.677,1.0,0.0334,0.371,0.0133,0.205,0.912,150.74200000000002,126107.0,4.0
TRDUNAD128F4265A50,Bloodhound Gang,We Are The Knuckleheads,"['fun rock', 'happy songs']",2,[],0,[],0,[],0,happy,0.741,0.802,1.0,-8.249,1.0,0.209,0.126,0.0,0.493,0.78,116.001,159400.0,4.0
TRZZDOX128F933B7F7,The Smittens,The Garden,['fun'],1,[],0,[],0,[],0,happy,0.516,0.435,7.0,-11.218,1.0,0.034,0.82,0.00345,0.44,0.5870000000000001,160.132,240267.0,4.0
TRUWTAW128F429FEF1,Luke Bryan,All My Friends Say,"['happy', 'my happy songs']",2,[],0,[],0,[],0,happy,0.6829999999999999,0.9,9.0,-4.422,1.0,0.0333,0.0439,0.0,0.177,0.9620000000000001,117.036,242800.0,4.0
TRNKTSC12903CA1C9C,Joy Salinas,Dream In Paradise,['joy salinas'],1,[],0,[],0,[],0,happy,0.5329999999999999,0.366,2.0,-10.725999999999999,1.0,0.0318,0.65,3.29e-06,0.156,0.129,129.828,203999.0,4.0
TRJBXIM128E079521D,Dannii Minogue,Push,['fun'],1,[],0,[],0,[],0,happy,0.823,0.7170000000000001,6.0,-8.011000000000001,1.0,0.0392,0.0105,0.23,0.0616,0.943,123.059,201426.0,4.0
TRYMEHH128F1485B5F,Blur,For Tomorrow,['happy'],1,[],0,[],0,[],0,happy,0.631,0.84,2.0,-6.025,1.0,0.0285,0.0143,0.0,0.0712,0.653,95.84899999999999,261240.0,4.0
TRBLCSZ128F149F2AB,Patrick Wolf,Accident & Emergency,"['happy', 'my joy']",2,[],0,[],0,[],0,happy,0.565,0.9109999999999999,4.0,-5.346,1.0,0.0772,0.0641,0.0739,0.139,0.301,110.014,195467.0,4.0
TRHEGHQ128F932359C,Ricky Martin,La Bomba,['happy'],1,[],0,[],0,[],0,happy,0.7140000000000001,0.96,10.0,-5.266,0.0,0.086,0.091,1.65e-05,0.23199999999999998,0.8490000000000001,99.179,274040.0,4.0
TROEQQD128F92E4B39,Jonathan Coulton,You Ruined Everything,['happy'],1,[],0,[],0,[],0,happy,0.643,0.263,0.0,-12.392000000000001,1.0,0.0312,0.7120000000000001,0.0,0.126,0.33899999999999997,129.81,138267.0,4.0
TRFNVAR128F92CFEA3,Lush,Ladykillers,"['fun', 'happy', 'happy wednesdays']",3,[],0,[],0,[],0,happy,0.452,0.8809999999999999,4.0,-6.447,0.0,0.0858,0.00717,0.0,0.11800000000000001,0.7959999999999999,157.726,194160.0,4.0
TRSMGTL128F4288E7C,Stephen Lynch,Craig,['fun'],1,[],0,[],0,[],0,happy,0.444,0.611,0.0,-6.652,1.0,0.0617,0.5820000000000001,1.3500000000000001e-05,0.6729999999999999,0.278,139.308,213573.0,4.0
TRUDFRM128F931EBBB,Mustard Plug,Not Enough,['happy'],1,[],0,[],0,[],0,happy,0.523,0.9440000000000001,0.0,-5.95,1.0,0.0488,0.0049,0.546,0.145,0.742,108.28,165907.0,4.0
TRBIOWO128F9337AF2,Dabrye,Hyped-up Plus Tax,['fun'],1,[],0,[],0,[],0,happy,0.81,0.335,9.0,-10.36,0.0,0.12,0.0226,0.306,0.0863,0.473,95.63,216680.0,4.0
TRSAGZS128F92FAA9E,Edgar Winter,Free Ride,"['happy song', 'happy songs']",2,[],0,[],0,[],0,happy,0.674,0.6859999999999999,2.0,-11.927,1.0,0.0597,0.29,0.00322,0.18899999999999997,0.8140000000000001,124.204,187173.0,4.0
TRSNUEU128F9319B2A,John Fahey,Sunflower River Blues,['uplifting songs to give a sense of fun and craziness with your friends because we all need it'],1,[],0,[],0,[],0,happy,0.317,0.19699999999999998,5.0,-20.666,1.0,0.0427,0.665,0.747,0.10300000000000001,0.11900000000000001,91.994,200333.0,4.0
TRTNLQZ128F425C3D2,The Zutons,What's Your Problem,"['happy', 'makes me happy', 'happy upbeat stuff']",3,[],0,[],0,[],0,happy,0.69,0.863,4.0,-6.64,1.0,0.0324,0.0044399999999999995,0.0374,0.3,0.9129999999999999,118.992,234706.0,4.0
TROCDKD128F92F128F,White Plains,My Baby Loves Lovin',"['fun', 'happy']",2,[],0,[],0,[],0,happy,0.685,0.743,10.0,-12.345999999999998,1.0,0.0546,0.614,0.0,0.0815,0.7140000000000001,132.083,157493.0,4.0
TRXUSKA128F4260C6C,Avril Lavigne,Hot,"['fun', 'happy']",2,[],0,[],0,[],0,happy,0.6,0.938,8.0,-3.806,1.0,0.0821,0.0173,0.0,0.355,0.469,144.953,202973.0,4.0
TRRDIFB128F4287647,Mel And Kim,Rockin' Around The Christmas Tree,"['happy', 'happy mukke']",2,[],0,[],0,[],0,happy,0.578,0.589,10.0,-10.795,1.0,0.10800000000000001,0.65,0.0,0.209,0.657,144.148,223951.0,4.0
TRLVDUY128F92C2E2F,Destiny's Child,Love,['happy'],1,[],0,[],0,[],0,happy,0.419,0.518,3.0,-5.689,0.0,0.16699999999999998,0.544,0.0,0.445,0.423,98.25299999999999,306307.0,4.0
TROZYTC128F427EFBB,Mary Jane Girls,In My House,['fun'],1,[],0,[],0,[],0,happy,0.8079999999999999,0.68,1.0,-9.496,1.0,0.032,0.0416,0.0339,0.064,0.9620000000000001,116.72399999999999,236733.0,4.0
TRNTTYH128F92C4918,Ida Maria,Morning Light,"['fun', 'bouncy and fun']",2,[],0,[],0,[],0,happy,0.555,0.8640000000000001,5.0,-4.569,1.0,0.0684,0.0026,0.0,0.0612,0.695,100.35600000000001,142453.0,4.0
TRLVBRW128F4233401,Juli,Wir beide,"['happy', 'be happy']",2,[],0,[],0,[],0,happy,0.41200000000000003,0.9,0.0,-5.191,1.0,0.0316,1.55e-05,0.0038399999999999997,0.203,0.6559999999999999,89.994,179867.0,4.0
TRHKHKO128F424F32E,White Rabbits,I Used To Complain_ Now I Don't,['fun'],1,[],0,[],0,[],0,happy,0.628,0.775,0.0,-3.9730000000000003,1.0,0.0382,4.68e-05,0.0148,0.128,0.655,119.943,219427.0,4.0
TRLNQXT128F92E15EE,No Halo,Put Your Hands On,['fun'],1,[],0,[],0,[],0,happy,0.732,0.8079999999999999,1.0,-5.577999999999999,1.0,0.0863,0.0111,0.0,0.35700000000000004,0.693,127.979,154035.0,4.0
TREUBQN128F4281C57,The Libertines,The Delaney,['happy'],1,[],0,[],0,[],0,happy,0.428,0.8540000000000001,0.0,-2.701,1.0,0.0327,0.00035800000000000003,0.0,0.0791,0.621,106.443,161653.0,4.0
TRRDKDP12903C9E6B1,Depeche Mode,Master And Servant,['fun'],1,[],0,[],0,[],0,happy,0.584,0.866,10.0,-17.319000000000003,0.0,0.0401,0.105,0.0018100000000000002,0.0383,0.695,127.78299999999999,229360.0,4.0
TRPECDY128F931E153,Enrique Iglesias,Not In Love,['fun'],1,[],0,[],0,[],0,happy,0.754,0.929,0.0,-3.64,0.0,0.0415,0.00805,6.51e-06,0.0439,0.846,117.02799999999999,222493.0,4.0
TRBQIMP128E0799366,The Impressions,It's Not Unusual,['happy'],1,[],0,[],0,[],0,happy,0.373,0.7240000000000001,10.0,-5.192,1.0,0.0655,0.401,0.0,0.24600000000000002,0.746,125.07,135827.0,4.0
TRUMIHF12903CBE0A8,Laura Marling,Rambling Man,['that feeling i get like my hearts going to collapse with joy'],1,[],0,[],0,[],0,happy,0.48100000000000004,0.381,5.0,-8.892999999999999,1.0,0.0346,0.618,5.49e-06,0.10099999999999999,0.195,93.751,196164.0,4.0
TRBVPVV128F425F14F,Daft Punk,Touch It / Technologic,['happy feet'],1,[],0,[],0,[],0,happy,0.52,0.545,11.0,-12.67,0.0,0.158,0.00494,0.285,0.46399999999999997,0.233,121.78,329653.0,4.0
TRSKENF128EF35708A,Jr. Walker & The All Stars,Shotgun,['songs that make me happy'],1,[],0,[],0,[],0,happy,0.7509999999999999,0.6829999999999999,1.0,-5.771,1.0,0.0338,0.155,7.85e-06,0.0611,0.631,120.98299999999999,176627.0,4.0
TRPCNDA128F429D8D4,Steppenwolf,Magic Carpet Ride,['fun'],1,[],0,[],0,[],0,happy,0.64,0.6509999999999999,4.0,-14.981,0.0,0.0517,0.142,0.28,0.0341,0.8009999999999999,111.676,271573.0,4.0
TRFHELZ128F422AD10,Assemblage 23,DOCUMENT,['happy bouncy'],1,[],0,[],0,[],0,happy,0.45899999999999996,0.934,1.0,-7.736000000000001,1.0,0.0398,0.0029,0.8220000000000001,0.0961,0.109,134.99,315907.0,4.0
TREHJBR12903CAFE0D,Klubbheads,Discohopping,['fun'],1,[],0,[],0,[],0,happy,0.649,0.937,11.0,-8.74,0.0,0.0441,0.0375,0.585,0.287,0.529,133.38299999999998,204827.0,4.0
TRHRTNU128F148CBEB,Morten Abel,Big Brother,['happy to have found it'],1,[],0,[],0,[],0,happy,0.7390000000000001,0.887,5.0,-4.59,1.0,0.0295,0.0917,0.00048300000000000003,0.28600000000000003,0.9670000000000001,128.284,194653.0,4.0
TRCGUXS128F428E44C,Art Of Noise,Close (To The Edit),['fun'],1,[],0,[],0,[],0,happy,0.679,0.764,5.0,-12.415999999999999,1.0,0.0424,0.0252,0.7879999999999999,0.0954,0.748,107.21700000000001,336067.0,4.0
TRRRWZX128F1463477,Cat Stevens,Portobello Road,['happy'],1,[],0,[],0,[],0,happy,0.674,0.155,0.0,-18.729,1.0,0.0824,0.912,0.00426,0.138,0.7020000000000001,83.396,146533.0,4.0
TRIJEUY128F423AB7C,Hard 'n Phirm,The Carbon Cycle,['fun'],1,[],0,[],0,[],0,happy,0.6709999999999999,0.73,9.0,-7.117999999999999,1.0,0.0303,0.556,0.0,0.0803,0.743,110.616,139067.0,4.0
TRXRWPW128F9326C74,Carbon Leaf,So Why?,['fun'],1,[],0,[],0,[],0,happy,0.569,0.7859999999999999,9.0,-10.008,1.0,0.034,0.11199999999999999,0.0107,0.813,0.7490000000000001,129.593,235560.0,4.0
TRLWWRH128F4228C22,Creedence Clearwater Revival,Commotion,['happy'],1,[],0,[],0,[],0,happy,0.71,0.665,2.0,-7.632000000000001,1.0,0.0277,0.053,0.0207,0.177,0.7959999999999999,127.47200000000001,164293.0,4.0
TRNQCYI128F4259731,Dead Or Alive,That's The Way (I Like It),['fun'],1,[],0,[],0,[],0,happy,0.5760000000000001,0.946,9.0,-5.484,1.0,0.113,0.11,0.0,0.474,0.654,107.633,189293.0,4.0
TRVITPG128F92E4B27,Jonathan Coulton,Code Monkey,"['fun', 'crazy whirlygig of nerdy fun']",2,[],0,[],0,[],0,happy,0.583,0.619,4.0,-6.827000000000001,1.0,0.0443,0.172,0.0,0.0951,0.804,159.97299999999998,189280.0,4.0
TRICDFM12903CA61D0,Choirboys,Run To Paradise,['fun'],1,[],0,[],0,[],0,happy,0.698,0.71,9.0,-8.568999999999999,1.0,0.0452,0.161,0.0828,0.0489,0.691,138.797,251587.0,4.0
TRATPPZ128F4278A66,Uusitalo,Kalajuttuja,['joyful'],1,[],0,[],0,[],0,happy,0.889,0.379,1.0,-12.96,0.0,0.0568,0.7509999999999999,0.922,0.0945,0.35700000000000004,127.99799999999999,508373.0,5.0
TRDTUOU128F4270527,No Fun At All,Stranded,['no fun at all'],1,[],0,[],0,[],0,happy,0.532,0.77,4.0,-7.141,1.0,0.0334,0.0388,9.300000000000001e-05,0.27899999999999997,0.897,90.955,136093.0,4.0
TRVAOCZ128F423EEBB,M.I.A.,Galang,"['fun', 'makes me wanna punch people for fun']",2,[],0,[],0,[],0,happy,0.8440000000000001,0.892,2.0,-5.811,1.0,0.166,0.408,0.196,0.0548,0.8640000000000001,100.995,212253.0,4.0
TRINGIA128F42615BC,The White Birch,June,['i could be happy'],1,[],0,[],0,[],0,happy,0.745,0.324,11.0,-15.237,0.0,0.0366,0.512,0.8009999999999999,0.157,0.184,104.009,235427.0,5.0
TRAAGDT128E0791B20,The Christians,In My Hour Of Need,['mudog-happy'],1,[],0,[],0,[],0,happy,0.49200000000000005,0.523,5.0,-11.722000000000001,1.0,0.0351,0.0213,0.0028399999999999996,0.0842,0.418,113.059,383027.0,4.0
TRTJMWS128F424F532,Electric Choc,Shock The Beat,['happy house'],1,[],0,[],0,[],0,happy,0.5720000000000001,0.785,3.0,-9.347999999999999,1.0,0.1,0.133,0.00705,0.0585,0.39,133.89600000000002,439663.0,4.0
TRTBYAO12903CBBAE3,Sunloverz,Shine On,"['makes me happy', 'happy house']",2,[],0,[],0,[],0,happy,0.797,0.742,7.0,-7.41,1.0,0.0457,0.049,0.209,0.237,0.862,132.055,189459.0,4.0
TRKDQZA12903CB756D,Chicago,25 or 6 to 4,['fun to play'],1,[],0,[],0,[],0,happy,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.44799999999998,289800.0,4.0
TRVQHOU12903CF604C,The Sonics_ Charlie & The Tunas,Louie Louie,"['fun', 'happy']",2,[],0,[],0,[],0,happy,0.623,0.556,1.0,-10.462,1.0,0.0536,0.0798,0.0409,0.268,0.693,118.065,184360.0,4.0
TRZRUQN128F92E7AC7,Sweet,Fox On The Run,['fun'],1,[],0,[],0,[],0,happy,0.511,0.644,4.0,-12.190999999999999,1.0,0.0352,0.17300000000000001,6.17e-05,0.0928,0.828,128.067,207667.0,4.0
TRGEEXZ128F427D87C,The Kooks,Mr. Maker,"['happy', 'so happy']",2,[],0,[],0,[],0,happy,0.512,0.835,11.0,-5.377000000000001,0.0,0.0591,0.0312,0.0,0.138,0.813,155.732,180880.0,4.0
TROYSYK128F9332C4E,Gnawa Diffusion,Douga Douga,['instant happy'],1,[],0,[],0,[],0,happy,0.414,0.899,11.0,-7.525,0.0,0.0622,0.006790000000000001,0.000363,0.879,0.384,110.042,679733.0,3.0
TRQIWNK12903CBA81C,Yves Deruyter,Calling Earth,['fun'],1,[],0,[],0,[],0,happy,0.9009999999999999,0.9840000000000001,11.0,-9.764,0.0,0.0655,0.0039299999999999995,0.5720000000000001,0.0692,0.16,141.835,381507.0,4.0
TRFDXWE128F146C6FA,Morning Runner,Punching Walls,['super happy'],1,[],0,[],0,[],0,happy,0.382,0.765,4.0,-5.222,1.0,0.0313,0.00157,1.2e-05,0.109,0.41200000000000003,146.424,243987.0,4.0
TRKYEST128F93032D7,Charles Mingus,"Take The ""A"" Train",['happy'],1,[],0,[],0,[],0,happy,0.46,0.57,5.0,-13.919,1.0,0.125,0.746,0.82,0.6759999999999999,0.47700000000000004,112.508,1046667.0,4.0
TRGWBHM128F92FCFFF,Christina Aguilera,Oh Holy Night,['love hope christmas holiday o holy night christ jesus soul gospel beauty happiness rejoice choir happiness prayers'],1,[],0,[],0,[],0,happy,0.242,0.451,1.0,-7.031000000000001,1.0,0.0458,0.6829999999999999,0.0,0.196,0.41200000000000003,202.622,289133.0,3.0
TRZYOAN128F9330822,Kelly Clarkson,Walk Away,"['fun', 'happy', 'cheerful']",3,[],0,[],0,[],0,happy,0.75,0.888,0.0,-4.524,1.0,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973,189307.0,4.0
TRRJPST128F149967B,Scooter,The Night,"['happy', 'happy hardcore', 'happy to be hardcore']",3,[],0,[],0,[],0,happy,0.495,0.983,11.0,-4.896,1.0,0.0564,0.00965,0.008190000000000001,0.129,0.645,143.02100000000002,203160.0,4.0
TRKPOXV128E079204F,Safri Duo,Played-A-Live (The Bongo Song),['happy party'],1,[],0,[],0,[],0,happy,0.634,0.97,8.0,-9.555,0.0,0.0568,0.0156,0.905,0.35100000000000003,0.215,138.009,405693.0,4.0
TRVXOFY128E0795D19,Seeed,Release,['happy'],1,[],0,[],0,[],0,happy,0.8370000000000001,0.774,1.0,-2.5610000000000004,1.0,0.294,0.0071400000000000005,2.8100000000000002e-05,0.0269,0.853,92.691,216880.0,4.0
TRAXAOX128F930DB6B,Captain Hollywood Project,Find Another Way,['happiness'],1,[],0,[],0,[],0,happy,0.5770000000000001,0.752,0.0,-8.664,1.0,0.0392,0.00548,0.0563,0.42200000000000004,0.823,158.966,238000.0,4.0
TRVGYMU128F425E292,Britny Fox,Long Way To Love,['fun'],1,[],0,[],0,[],0,happy,0.502,0.892,1.0,-9.415,1.0,0.0477,0.000245,0.000666,0.0692,0.53,123.706,295080.0,4.0
TRWFBPJ128F9351DC0,Frankie Valli And The Four Seasons,The Night,['happy'],1,[],0,[],0,[],0,happy,0.401,0.7240000000000001,0.0,-7.013999999999999,0.0,0.0722,0.0747,0.0008,0.165,0.37799999999999995,152.958,203587.0,4.0
TRYPZHX128F1466857,The Go-Go's,This Town,['pro-fun'],1,[],0,[],0,[],0,happy,0.39399999999999996,0.7759999999999999,9.0,-7.322,1.0,0.0413,0.0661,5.5700000000000005e-05,0.0786,0.6759999999999999,158.575,200000.0,4.0
TRQTGOJ128F14571D5,Fischer-Z,So Long,['happy flamarro'],1,[],0,[],0,[],0,happy,0.556,0.384,0.0,-14.98,1.0,0.0407,0.0069700000000000005,0.000926,0.0545,0.8909999999999999,126.84100000000001,302733.0,4.0
TRROYLN128F427BBE9,Does It Offend You_ Yeah?,Attack Of The 60 Ft Lesbian Octopus,['fun'],1,[],0,[],0,[],0,happy,0.33299999999999996,0.99,9.0,-2.048,1.0,0.369,3.26e-05,0.544,0.413,0.07400000000000001,174.878,117587.0,4.0
TRJFDLS128E07824CD,Sigue Sigue Sputnik,Love Missile F1-11,['fun'],1,[],0,[],0,[],0,happy,0.47100000000000003,0.889,4.0,-8.852,1.0,0.0543,0.00263,0.0229,0.498,0.895,193.49900000000002,224720.0,4.0
TRWDTTI128F92CA055,Jazmine Sullivan,Dream Big,"['fun', 'upbeat fun']",2,[],0,[],0,[],0,happy,0.626,0.82,9.0,-5.251,0.0,0.0438,0.0302,4.76e-06,0.0998,0.35600000000000004,106.916,215893.0,4.0
TRCWUEX128F92EB128,Alicia Keys,Saviour,['makes me happy'],1,[],0,[],0,[],0,happy,0.588,0.65,9.0,-6.1770000000000005,1.0,0.0525,0.523,0.0,0.122,0.375,129.092,202320.0,4.0
TRZRCCG12903C980A5,JET,Are You Gonna Be My Girl?,"['happy', 'fun fun fun']",2,[],0,[],0,[],0,happy,0.613,0.953,2.0,-3.435,1.0,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0,4.0
